cityAsciiName,stateProvAsciiName,twoCharCountryCode
Chapala,Jalisco,MX
Cerro Gordo,Guanajuato,MX
Cerro de Ortega,Colima,MX
Cerritos,San Luis Potosi,MX
Cerano,Guanajuato,MX
Celaya,Guanajuato,MX
Cedral,San Luis Potosi,MX
Castanos,Coahuila,MX
La Resolana,Jalisco,MX
Casas Grandes,Chihuahua,MX
Carmen,Nuevo Leon,MX
Carapan,Mexico,MX
Capulin,Jalisco,MX
Capilla de Guadalupe,Jalisco,MX
Capacuaro,Michoacan,MX
Canitas de Felipe Pescador,Zacatecas,MX
Canatlan,Durango,MX
Cananea,Sonora,MX
Campo Sesenta,Sonora,MX
Villa Juarez,Sinaloa,MX
Calvillo,Aguascalientes,MX
Caltzontzin,Michoacan,MX
Victor Rosales,Zacatecas,MX
Cajititlan,Jalisco,MX
Buenavista Tomatlan,Michoacan,MX
San Buenaventura,Chihuahua,MX
Bucerias,Nayarit,MX
Bermejillo,Durango,MX
Benjamin Hill,Sonora,MX
Benito Juarez,Chihuahua,MX
Bellavista,Jalisco,MX
Bacobampo,Sonora,MX
Bahia de Kino,Sonora,MX
Ayutla,Jalisco,MX
Ayotlan,Jalisco,MX
Autlan de Navarro,Jalisco,MX
Atoyac de Alvarez,Guerrero,MX
Atoyac,Jalisco,MX
Atotonilquillo,Jalisco,MX
Atotonilco el Alto,Jalisco,MX
Atequiza,Jalisco,MX
Atemajac de Brizuela,Jalisco,MX
Ascencion,Chihuahua,MX
Arteaga,Coahuila,MX
Arteaga,Michoacan,MX
Villa de Arriaga,San Luis Potosi,MX
Ciudad de Armeria,Colima,MX
Villa de Arista,San Luis Potosi,MX
Ario de Rosales,Michoacan,MX
Ario de Rayon,Michoacan,MX
Arcelia,Guerrero,MX
Arandas,Guanajuato,MX
Arandas,Jalisco,MX
Santa Eulalia,Chihuahua,MX
Ciudad Apodaca,Nuevo Leon,MX
Apatzingan,Michoacan,MX
Apaseo el Grande,Guanajuato,MX
Apaseo el Alto,Guanajuato,MX
Antunez,Michoacan,MX
Antonio Escobedo,Jalisco,MX
San Juanito de Escobedo,Jalisco,MX
Angostura,Sinaloa,MX
Angamacutiro de la Union,Michoacan,MX
Angahuan,Michoacan,MX
Anahuac,Chihuahua,MX
Ameca,Jalisco,MX
Amealco,Queretaro,MX
Amatitan,Jalisco,MX
Amazcala,Queretaro,MX
Amanalco de Becerra,Mexico,MX
Alvaro Obregon,Michoacan,MX
Altar,Sonora,MX
Allende,Coahuila,MX
Ciudad de Allende,Nuevo Leon,MX
Aldama,Chihuahua,MX
Alamos,Sonora,MX
Ajuchitlan del Progreso,Guerrero,MX
Ajuchitlan,Queretaro,MX
Ajijic,Jalisco,MX
Ahualulco de Mercado,Jalisco,MX
Ahuacatlan,Nayarit,MX
Ahome,Sinaloa,MX
Aguililla,Michoacan,MX
Aguascalientes,Aguascalientes,MX
Agua Prieta,Sonora,MX
Acuitzio del Canje,Michoacan,MX
Acatlan de Juarez,Jalisco,MX
Acatic,Jalisco,MX
Acaponeta,Nayarit,MX
Acambaro,Guanajuato,MX
Abasolo,Guanajuato,MX
Ojocaliente,Aguascalientes,MX
Jesus Gomez Portugal (Margaritas),Aguascalientes,MX
Guerrero Negro,Baja California,MX
Hidalgo,Nuevo Leon,MX
Doctor Mora,Guanajuato,MX
Dolores Hidalgo Cuna de la Independencia Nacional,Guanajuato,MX
Plan de Ayala,Guanajuato,MX
Urireo,Guanajuato,MX
Pastor Ortiz,Michoacan,MX
Sarabia,Guanajuato,MX
Mexicanos,Guanajuato,MX
San Roque,Guanajuato,MX
Capula,Michoacan,MX
Coahuayana de Hidalgo,Michoacan,MX
La Mira,Michoacan,MX
Guacamayas,Michoacan,MX
Ciudad Lazaro Cardenas,Michoacan,MX
San Nicolas Guadalupe,Mexico,MX
San Jose Ixtapa (Barrio Viejo),Guerrero,MX
San Luis de La Loma,Guerrero,MX
Cofradia de Juarez,Colima,MX
San Jose del Valle,Jalisco,MX
El Porvenir,Jalisco,MX
San Vicente,Nayarit,MX
Las Jarretaderas,Nayarit,MX
San Pedro Martir,Queretaro,MX
Santa Maria Magdalena,Queretaro,MX
Saldarriaga,Queretaro,MX
La Valla,Queretaro,MX
Huapinol,Tabasco,MX
Puerto Aventuras,Quintana Roo,MX
Colonia del Valle,Mexico City,MX
Colonia Lindavista,Mexico,MX
Col. Bosques de las Lomas,Mexico City,MX
Colonia Nativitas,Mexico City,MX
Las Delicias,Baja California,MX
Estacion Santa Engracia,Tamaulipas,MX
Ponciano Arriaga,San Luis Potosi,MX
Hacienda Santa Fe,Jalisco,MX
Fuentes del Valle,Mexico,MX
San Salvador Tizatlalli,Mexico,MX
Jardines de la Silla (Jardines),Nuevo Leon,MX
Santa Teresa,Mexico,MX
San Jeronimo Cuatro Vientos,Mexico,MX
San Martin Azcatepec,Mexico,MX
Fraccionamiento Real Palmas,Nuevo Leon,MX
Porticos de San Antonio,Baja California,MX
San Isidro,Mexico,MX
Centro Familiar la Soledad,Guanajuato,MX
San Jose Guadalupe Otzacatipan,Mexico,MX
Las Pintitas,Jalisco,MX
Emiliano Zapata,Mexico,MX
San Antonio Tecomitl,Mexico City,MX
Licenciado Benito Juarez (Campo Gobierno),Sinaloa,MX
Teotihuacan de Arista,Mexico,MX
Jesus del Monte,Mexico,MX
San Jorge Pueblo Nuevo,Mexico,MX
Manuel Ojinaga,Chihuahua,MX
Terrazas del Valle,Baja California,MX
La Ermita,Guanajuato,MX
Lomas del Sur,Jalisco,MX
Parque Industrial Ciudad Mitras,Nuevo Leon,MX
Mitras Poniente,Nuevo Leon,MX
Villa del Prado 2da Seccion,Baja California,MX
Tres de Mayo,Morelos,MX
Don Antonio,Hidalgo,MX
Casa Blanca,Puebla,MX
La Providencia Siglo XXI,Hidalgo,MX
Ampliacion San Mateo (Colonia Solidaridad),Mexico,MX
Fraccionamiento Ciudad Olmeca,Veracruz,MX
San Rafael Tlanalapan,Puebla,MX
Tecamac de Felipe Villanueva,Mexico,MX
Venceremos,Queretaro,MX
Alborada Jaltenco,Mexico,MX
Crucecita,Oaxaca,MX
Progreso,Morelos,MX
Palmira,Veracruz,MX
Real del Valle (El Paraiso) [Fraccionamiento],Jalisco,MX
Villa del Campo,Baja California,MX
Vicente Guerrero,Oaxaca,MX
Morelos,Michoacan,MX
Centro de Readaptacion Social,Jalisco,MX
Veintidos de Febrero,Mexico,MX
Fraccionamiento Geovillas los Pinos,Veracruz,MX
Juan Morales,Morelos,MX
Santa Maria Zacatepec,Puebla,MX
Lomas de San Agustin,Jalisco,MX
Cordoba (Santa Leticia),Veracruz,MX
Las Palmas,Baja California Sur,MX
San Francisco Tecoxpa,Mexico City,MX
Villas de la Hacienda [Fraccionamiento],Jalisco,MX
Conjunto Habitacional Villas del Pedregal,Michoacan,MX
Pomoca,Tabasco,MX
Puerto Escondido (Tepeolulco Puerto Escondido),Mexico,MX
Unidad Habitacional Jose Maria Morelos y Pavon,Morelos,MX
Nueva Palestina,Chiapas,MX
Las Veredas,Baja California Sur,MX
Profesor Carlos Hank Gonzalez,Mexico,MX
Fraccionamiento la Trinidad,Mexico,MX
Santa Cruz Amilpas,Oaxaca,MX
Paseos de San Juan,Mexico,MX
Valle Dorado Inn,Jalisco,MX
Buenos Aires,Michoacan,MX
General Angel Flores (La Palma),Sinaloa,MX
Brisas de Zicatela,Oaxaca,MX
San Antonio del Coyote,Coahuila,MX
Jorge Jimenez Cantu,Mexico,MX
Galaxia Bonito Jalisco,Jalisco,MX
Antunez (Morelos),Michoacan,MX
La Alameda,Jalisco,MX
El Nino,Baja California,MX
Fraccionamiento Lomas de Ahuatlan,Morelos,MX
Lomas de Barrillas,Veracruz,MX
Marte R. Gomez (Tobarito),Sonora,MX
Fraccionamiento Mision del Valle,Michoacan,MX
Colonia Santa Barbara,Veracruz,MX
Bosque de Saloya,Tabasco,MX
San Lucas el Grande,Puebla,MX
San Andres Azumiatla,Puebla,MX
Rancho Alegre [Fraccionamiento],Jalisco,MX
Ex-Rancho San Dimas,Mexico,MX
Jacarandas,Veracruz,MX
El Pino,Mexico,MX
Union y Progreso,Veracruz,MX
Mision San Pablo,Nuevo Leon,MX
Tenextepango,Morelos,MX
Ejido San Lorenzo Cuauhtenco,Mexico,MX
Santa Catarina Ayometla,Tlaxcala,MX
Cuichapa,Veracruz,MX
La Selva,Tabasco,MX
Los Olivos,Jalisco,MX
Villa Luvianos,Mexico,MX
Los Ruisenores,Jalisco,MX
Barrio de Mexico,Mexico,MX
Tenango de las Flores,Puebla,MX
Independencia,Morelos,MX
Maclovio Rojas,Baja California,MX
San Sebastian del Sur,Jalisco,MX
Chiconcuac,Morelos,MX
El Suchil,Guerrero,MX
El Campanario y Oradel,Tamaulipas,MX
El Diez,Sinaloa,MX
Villa Alberto Andres Alvarado Aramburo,Baja California Sur,MX
San Antonio Mihuacan,Puebla,MX
Raudales Malpaso,Chiapas,MX
San Nicolas Tolentino,Mexico,MX
Santa Cruz del Monte,Mexico,MX
Arenal,Mexico,MX
San Sebastian de Aparicio,Puebla,MX
Fraccionamiento Colinas del Sol,Mexico,MX
La Pradera,Queretaro,MX
Lomas de Santa Anita,Baja California,MX
Benito Garcia (El Zorrillo),Baja California,MX
Lomas Verdes,Veracruz,MX
Vida Mejor I,Chiapas,MX
La Constitucion Toltepec,Mexico,MX
Kilometro 30,Guerrero,MX
Fraccionamiento los Angeles,Sinaloa,MX
Rincon de Nicolas Romero (Cedros Tercera Manzana),Michoacan,MX
Campestre Villas del Alamo,Hidalgo,MX
Conjunto Urbano la Loma I,Mexico,MX
Javier Rojo Gomez,Hidalgo,MX
Emiliano Zapata,Nuevo Leon,MX
Parque Urbano Napateco,Hidalgo,MX
La Aldea,Michoacan,MX
Guadalupe Victoria,Veracruz,MX
El Coporo,Mexico,MX
Fraccionamiento Arboledas San Ramon,Veracruz,MX
Fraccionamiento Galaxia Tarimbaro,Michoacan,MX
Real del Sol,Nuevo Leon,MX
Fraccionamiento Metropolis II,Michoacan,MX
Ciudad de Cuetzalan,Puebla,MX
Colinas del Roble,Jalisco,MX
Granjas Ampliacion Santa Rosa,Mexico,MX
Hector Caballero,Nuevo Leon,MX
Quinto Barrio (Ejido Cahuacan),Mexico,MX
Valle de Lincoln,Nuevo Leon,MX
Emiliano Zapata,Baja California,MX
Quinta del Cedro,Baja California,MX
Lomas de Altavista,Mexico,MX
Unidad Minera 11 de Julio,Hidalgo,MX
Galaxia la Noria,Jalisco,MX
Monte Kristal,Nuevo Leon,MX
La Lima,Tabasco,MX
Loma la Paz,Nuevo Leon,MX
Ciudad Coahuila (Kilometro Cincuenta y Siete),Baja California,MX
Pedro Amaro,Morelos,MX
Adolfo Lopez Mateos (El Tamarindo),Sinaloa,MX
Los Arcos,Morelos,MX
Villas de Alcala,Nuevo Leon,MX
Calera Chica,Morelos,MX
El Rincon Citlaltepetl,Puebla,MX
San Francisco de Asis,Jalisco,MX
Jicaltepec Autopan,Mexico,MX
Villas de Irapuato,Guanajuato,MX
Arbolada los Sauces,Mexico,MX
Atoluca,Puebla,MX
Pocitos,Aguascalientes,MX
Anacleto Canabal 2da. Seccion,Tabasco,MX
La Pastoria,Mexico,MX
Los Tuzos,Hidalgo,MX
Ex-Hacienda Santa Ines,Mexico,MX
San Lorenzo Axocomanitla,Tlaxcala,MX
Estacion Bamoa,Sinaloa,MX
San Juan Tuxco,Puebla,MX
Nuevo Necaxa,Puebla,MX
Villa Azueta,Veracruz,MX
San Jose de los Olvera,Queretaro,MX
San Miguel Totoltepec,Morelos,MX
Chalchihuapan,Puebla,MX
Estacion Huehuetan,Chiapas,MX
Zacapechpan,Puebla,MX
San Agustin Tlaxco,Puebla,MX
San Jeronimo Coyula,Puebla,MX
Colonia del Sol,Baja California Sur,MX
San Jose las Palmas,Mexico,MX
Tequisistlan Primero,Mexico,MX
Prados de Santa Rosa,Nuevo Leon,MX
Parrilla II,Tabasco,MX
El Naranjito,Veracruz,MX
El Pueblito,Veracruz,MX
Candelaria,Campeche,MX
Tres Valles,Veracruz,MX
Ixhuatlan del Sureste,Veracruz,MX
Tarimbaro,Michoacan,MX
Padang Mat Sirat,Kedah,MY
Ayer Hangat,Kedah,MY
Kuah,Kedah,MY
Jerantut,Pahang,MY
Raub,Pahang,MY
Batu Pahat,Johor,MY
Parit Raja,Johor,MY
Pekan Nenas,Johor,MY
Pontian Kechil,Johor,MY
Kampung Pasir Gudang Baru,Johor,MY
Kota Tinggi,Johor,MY
Taman Senai,Johor,MY
Kulai,Johor,MY
Skudai,Johor,MY
Johor Bahru,Johor,MY
Kluang,Johor,MY
Yong Peng,Johor,MY
Mersing,Johor,MY
Segamat,Johor,MY
Tangkak,Johor,MY
Muar,Johor,MY
Bakri,Johor,MY
Labis,Johor,MY
Chaah,Johor,MY
Kuala Selangor,Selangor,MY
Batang Berjuntai,Selangor,MY
Batu Arang,Selangor,MY
Shah Alam,Selangor,MY
Klang,Selangor,MY
Cukai,Terengganu,MY
Kuala Lipis,Pahang,MY
Papar,Sabah,MY
Kota Kinabalu,Sabah,MY
Donggongon,Sabah,MY
Putatan,Sabah,MY
Kinarut,Sabah,MY
Ranau,Sabah,MY
Semporna,Sabah,MY
Labuan,Labuan,MY
Beaufort,Sabah,MY
Lahad Datu,Sabah,MY
Sandakan,Sabah,MY
Keningau,Sabah,MY
Tawau,Sabah,MY
Paka,Terengganu,MY
Kertih,Terengganu,MY
Kulim,Kedah,MY
Bagan Serai,Perak,MY
Bedong,Kedah,MY
Simpang Empat,Perak,MY
Taiping,Perak,MY
Kuala Kangsar,Perak,MY
Ipoh,Perak,MY
Gua Musang,Kelantan,MY
Kuala Terengganu,Terengganu,MY
Marang,Terengganu,MY
Tampin,Negeri Sembilan,MY
Alor Gajah,Melaka,MY
Kampung Ayer Keroh,Melaka,MY
Sungai Udang,Melaka,MY
Malacca,Melaka,MY
Pelabuhan Klang,Selangor,MY
Banting,Selangor,MY
Jenjarum,Selangor,MY
Semenyih,Selangor,MY
Seremban,Negeri Sembilan,MY
Port Dickson,Negeri Sembilan,MY
Sepang,Selangor,MY
Bahau,Negeri Sembilan,MY
Kuala Pilah,Negeri Sembilan,MY
Buloh Kasap,Johor,MY
Pekan,Pahang,MY
Mentekab,Pahang,MY
Temerluh,Pahang,MY
Batu Feringgi,Penang,MY
Butterworth,Penang,MY
Perai,Penang,MY
Bukit Mertajam,Penang,MY
Nibong Tebal,Penang,MY
Parit Buntar,Perak,MY
Tasek Glugor,Penang,MY
George Town,Penang,MY
"Kampung Bukit Tinggi, Bentong",Pahang,MY
Serendah,Selangor,MY
Rawang,Selangor,MY
Petaling Jaya,Selangor,MY
Kuala Lumpur,Kuala Lumpur,MY
Ampang,Kuala Lumpur,MY
Sabak Bernam,Selangor,MY
Sungai Besar,Selangor,MY
Kuantan,Pahang,MY
Tanah Rata,Pahang,MY
Batu Gajah,Perak,MY
Kampar,Perak,MY
Tapah Road,Perak,MY
Bidur,Perak,MY
Mukah,Sarawak,MY
Lumut,Perak,MY
Teluk Intan,Perak,MY
Gurun,Kedah,MY
Sungai Petani,Kedah,MY
Kepala Batas,Penang,MY
Tanah Merah,Kelantan,MY
Kuching,Sarawak,MY
Simanggang,Sarawak,MY
Sarikei,Sarawak,MY
Sibu,Sarawak,MY
Kangar,Perlis,MY
Kuala Perlis,Perlis,MY
Jitra,Kedah,MY
Kuala Kedah,Kedah,MY
Alor Setar,Kedah,MY
Tumpat,Kelantan,MY
Pasir Mas,Kelantan,MY
Kota Bharu,Kelantan,MY
Jertih,Terengganu,MY
Kudat,Sabah,MY
Kota Belud,Sabah,MY
Kapit,Sarawak,MY
Bintulu,Sarawak,MY
Lawas,Sarawak,MY
Limbang,Sarawak,MY
Marudi,Sarawak,MY
Miri,Sarawak,MY
Ulu Tiram,Johor,MY
Telaga Batu,Penang,MY
Tanjung Tokong,Penang,MY
Tanjung Sepat,Selangor,MY
Sungai Pelek New Village,Selangor,MY
Pulau Sebang,Melaka,MY
Permatang Kuching,Penang,MY
Peringat,Kelantan,MY
Ladang Seri Kundang,Selangor,MY
Pantai Remis,Perak,MY
Kuang,Selangor,MY
Kuala Sungai Baru,Melaka,MY
Klebang Besar,Melaka,MY
Kelapa Sawit,Johor,MY
Kampung Tanjung Karang,Selangor,MY
Kampung Sungai Ara,Penang,MY
Kampung Simpang Renggam,Johor,MY
Kampong Pangkal Kalong,Kelantan,MY
Kampong Masjid Tanah,Melaka,MY
Kampong Kadok,Kelantan,MY
Kampong Dungun,Perak,MY
Kampung Bukit Baharu,Melaka,MY
Kampung Baru Subang,Selangor,MY
Kampung Baharu Nilai,Negeri Sembilan,MY
Kampong Baharu Balakong,Selangor,MY
Kampung Ayer Molek,Melaka,MY
Juru,Penang,MY
Bukit Rambai,Melaka,MY
Bentong Town,Pahang,MY
Bemban,Melaka,MY
Batu Berendam,Melaka,MY
Putrajaya,Putrajaya,MY
Bandar Labuan,Sabah,MY
Subang Jaya,Selangor,MY
Taman Rajawali,Sabah,MY
Putra Heights,Selangor,MY
Pantai Cenang,Perlis,MY
Xai-Xai,Gaza,MZ
Dondo,Sofala,MZ
Chinde,Zambezia,MZ
Macia,Gaza,MZ
Tete,Tete,MZ
Ressano Garcia,Maputo Province,MZ
Quelimane,Zambezia,MZ
Pemba,Cabo Delgado,MZ
Nampula,Nampula,MZ
Nacala,Nampula,MZ
Montepuez,Cabo Delgado,MZ
Mocimboa,Cabo Delgado,MZ
Mozambique,Nampula,MZ
Maxixe,Inhambane,MZ
Matola,Maputo Province,MZ
Maputo,Maputo City,MZ
Mandimba,Niassa,MZ
Lichinga,Niassa,MZ
Inhambane,Inhambane,MZ
Cuamba,Niassa,MZ
Chokwe,Gaza,MZ
Chimoio,Manica,MZ
Chibuto,Gaza,MZ
Beira,Sofala,MZ
Antonio Enes,Nampula,MZ
Mutuali,Nampula,MZ
We,Loyalty Islands,NC
Tadine,Loyalty Islands,NC
Paita,South Province,NC
Noumea,South Province,NC
Mont-Dore,South Province,NC
La Foa,South Province,NC
Kone,North Province,NC
Dumbea,South Province,NC
Birni N Konni,Tahoua,NE
Zinder,Zinder,NE
Tillaberi,Tillaberi,NE
Tibiri,Maradi,NE
Tessaoua,Maradi,NE
Tera,Tillaberi,NE
Tchintabaraden,Tahoua,NE
Tanout,Zinder,NE
Tahoua,Tahoua,NE
Say,Tillaberi,NE
Ouallam,Tillaberi,NE
Niamey,Niamey,NE
Nguigmi,Diffa,NE
Mirriah,Zinder,NE
Mayahi,Maradi,NE
Matamey,Zinder,NE
Maradi,Maradi,NE
Maine Soroa,Diffa,NE
Magaria,Zinder,NE
Madarounfa,Maradi,NE
Madaoua,Tahoua,NE
Kollo,Tillaberi,NE
Keita,Tahoua,NE
Illela,Tahoua,NE
Goure,Zinder,NE
Gaya,Dosso,NE
Filingue,Tillaberi,NE
Dosso,Dosso,NE
Dogondoutchi,Dosso,NE
Diffa,Diffa,NE
Dakoro,Maradi,NE
Bouza,Tahoua,NE
Ayorou,Tillaberi,NE
Alaghsas,Agadez,NE
Aguie,Maradi,NE
Agadez,Agadez,NE
Abalak,Tahoua,NE
Kingston,,NF
Zuru,Kebbi,NG
Zungeru,Niger,NG
Zaria,Kaduna,NG
Zango,Katsina,NG
Zalanga,Bauchi,NG
Zaki Biam,Benue,NG
Zadawa,Bauchi,NG
Yuli,Bauchi,NG
Yola,Adamawa,NG
Yenagoa,Bayelsa,NG
Yelwa,Plateau,NG
Yashikira,Kwara,NG
Yandev,Benue,NG
Yanda Bayo,Bauchi,NG
Yamrat,Bauchi,NG
Yajiwa,Borno,NG
Wuyo,Borno,NG
Wurno,Sokoto,NG
Wukari,Taraba,NG
Wudil,Kano,NG
Wawa,Niger,NG
Wasagu,Kebbi,NG
Warri,Delta,NG
Wamba,Nassarawa,NG
Wagini,Katsina,NG
Vom,Plateau,NG
Uyo,Akwa Ibom,NG
Uruobo-Okija,Anambra,NG
Uromi,Edo,NG
Umunede,Delta,NG
Umuahia,Abia,NG
Ukata,Niger,NG
Ughelli,Delta,NG
Ugep,Cross River,NG
Uga,Anambra,NG
Udi,Enugu,NG
Ubiaja,Edo,NG
Uba,Borno,NG
Toungo,Adamawa,NG
Tokombere,Borno,NG
Tegina,Niger,NG
Tambuwal,Sokoto,NG
Talata Mafara,Zamfara,NG
Takum,Benue,NG
Takai,Kano,NG
Suya,Kwara,NG
Suleja,Niger,NG
Sokoto,Sokoto,NG
Soba,Kaduna,NG
Siluko,Edo,NG
Shinkafi,Zamfara,NG
Shani,Borno,NG
Shanga,Kebbi,NG
Saki,Oyo,NG
Shagamu,Ogun,NG
Shaffa,Borno,NG
Sauri,Zamfara,NG
Sapele,Delta,NG
Samamiya,Jigawa,NG
Sade,Bauchi,NG
Runka,Katsina,NG
Ruma,Katsina,NG
Riti,Taraba,NG
Ringim,Jigawa,NG
Rijau,Niger,NG
Rano,Kano,NG
Saminaka,Kaduna,NG
Rabah,Sokoto,NG
Potiskum,Yobe,NG
Port Harcourt,Rivers,NG
Pindiga,Gombe,NG
Patigi,Kwara,NG
Patani,Delta,NG
Panyam,Plateau,NG
Pankshin,Plateau,NG
Ozubulu,Anambra,NG
Oyo,Oyo,NG
Oyan,Osun,NG
Owode,Ogun,NG
Owo,Ondo,NG
Owerri,Imo,NG
Otukpa,Benue,NG
Otan Ayegbaju,Osun,NG
Osogbo,Osun,NG
Orodo,Imo,NG
Orlu,Imo,NG
Orita-Eruwa,Oyo,NG
Orerokpe,Delta,NG
Ore,Ondo,NG
Opi,Enugu,NG
Onitsha,Anambra,NG
Ondo,Ondo,NG
Omuo-Ekiti,Ekiti,NG
Omu-Aran,Kwara,NG
Omoku,Rivers,NG
Olupona,Osun,NG
Okuta,Kwara,NG
Okrika,Rivers,NG
Okigwe,Imo,NG
Okene,Kogi,NG
Oke Mesi,Osun,NG
Oke Ila,Ekiti,NG
Okeho,Oyo,NG
Ohafia-Ifigh,Abia,NG
Ogwashi-Uku,Delta,NG
Oguta,Imo,NG
Ogurugu,Kogi,NG
Ogoja,Cross River,NG
Ogaminana,Kogi,NG
Offa,Kwara,NG
Ode,Ondo,NG
Ochobo,Benue,NG
Obudu,Cross River,NG
Obubra,Cross River,NG
Obonoma,Rivers,NG
Obolo-Eke (1),Enugu,NG
Obiaruku,Delta,NG
Numan,Adamawa,NG
Nsukka,Enugu,NG
Nnewi,Anambra,NG
Nkwerre,Imo,NG
Nkpor,Anambra,NG
Nguru,Yobe,NG
Ngurore,Adamawa,NG
Ngala,Borno,NG
New Shagunnu,Niger,NG
Nasarawa,Nassarawa,NG
Nafada,Gombe,NG
Mutum Biyu,Taraba,NG
Musawa,Katsina,NG
Mubi,Adamawa,NG
Moriki,Zamfara,NG
Monguno,Borno,NG
Mokwa,Niger,NG
Modakeke,Osun,NG
Misau,Bauchi,NG
Miringa,Borno,NG
Minna,Niger,NG
Imeko,Ogun,NG
Mberubu,Enugu,NG
Mayo-Belwa,Adamawa,NG
Machina,Yobe,NG
Mashi,Katsina,NG
Maru,Zamfara,NG
Marte,Borno,NG
Mando,Kaduna,NG
Malumfashi,Katsina,NG
Mallammaduri,Jigawa,NG
Makurdi,Benue,NG
Makoko,Lagos,NG
Maiyama,Kebbi,NG
Maiduguri,Borno,NG
Mahuta,Kebbi,NG
Magumeri,Borno,NG
Madara,Bauchi,NG
Madala,FCT,NG
Madagali,Adamawa,NG
Lokoja,Kogi,NG
Lere,Kaduna,NG
Lere,Bauchi,NG
Lekki,Lagos,NG
Lau,Taraba,NG
Lapai,Niger,NG
Langtang,Plateau,NG
Lame,Bauchi,NG
Lalupon,Oyo,NG
Lagos,Lagos,NG
Lafiagi,Kwara,NG
Lafia,Nassarawa,NG
Kwolla,Plateau,NG
Kwatarkwashi,Zamfara,NG
Kwali,FCT,NG
Kwale,Delta,NG
Kuta,Niger,NG
Kusheriki,Niger,NG
Kura,Kano,NG
Kumo,Gombe,NG
Kumagunnam,Yobe,NG
Kukawa,Borno,NG
Kuje,FCT,NG
Kujama,Kaduna,NG
Koton-Karfe,Kogi,NG
Kontagora,Niger,NG
Konkwesso,Niger,NG
Konduga,Borno,NG
Kiyawa,Jigawa,NG
Kisi,Oyo,NG
Kibiya,Kano,NG
Kende,Kebbi,NG
Kafin Hausa,Jigawa,NG
Keffi,Nassarawa,NG
Kazaure,Jigawa,NG
Kaura Namoda,Zamfara,NG
Katsina-Ala,Benue,NG
Katsina,Katsina,NG
Katagum,Bauchi,NG
Kari,Bauchi,NG
Kano,Kano,NG
Kankara,Katsina,NG
Kamba,Kebbi,NG
Kaltungo,Gombe,NG
Kajuru,Kaduna,NG
Kangiwa,Kebbi,NG
Kaiama,Kwara,NG
Kagoro,Kaduna,NG
Kafarati,Gombe,NG
Kafanchan,Kaduna,NG
Kaduna,Kaduna,NG
Kachia,Kaduna,NG
Kabba,Kogi,NG
Jos,Plateau,NG
Jimeta,Adamawa,NG
Jikamshi,Katsina,NG
Jibia,Katsina,NG
Jega,Kebbi,NG
Jebba,Kwara,NG
Jalingo,Taraba,NG
Lajere,Yobe,NG
Iwo,Osun,NG
Itu,Akwa Ibom,NG
Isieke,Ebonyi,NG
Ise-Ekiti,Ekiti,NG
Isara,Ogun,NG
Isanlu-Itedoijowa,Kogi,NG
Ipoti,Ekiti,NG
Iperu,Ogun,NG
Inisa,Osun,NG
Ilorin,Kwara,NG
Ilobu,Osun,NG
Illushi,Edo,NG
Illela,Sokoto,NG
Ilesa,Osun,NG
Ilaro,Ogun,NG
Ilare,Ondo,NG
Ila Orangun,Osun,NG
Ikot Ekpene,Akwa Ibom,NG
Ikom,Cross River,NG
Ikirun,Osun,NG
Ikire,Osun,NG
Ikere-Ekiti,Ekiti,NG
Ikem,Enugu,NG
Ikeja,Lagos,NG
Ikang,Cross River,NG
Ijero-Ekiti,Ekiti,NG
Ijebu-Ode,Ogun,NG
Ijebu-Jesa,Osun,NG
Ijebu-Igbo,Ogun,NG
Ijebu-Ife,Ogun,NG
Iho,Imo,NG
Ihiala,Anambra,NG
Igede-Ekiti,Ekiti,NG
Igbo-Ukwu,Anambra,NG
Igbor,Benue,NG
Igbo-Ora,Oyo,NG
Igboho,Oyo,NG
Igbeti,Oyo,NG
Igbara-Odo,Ekiti,NG
Igarra,Edo,NG
Igabi,Kaduna,NG
Ifon,Ondo,NG
Ifo,Ogun,NG
Ifaki,Ekiti,NG
Idiroko,Ogun,NG
Idanre,Ondo,NG
Idah,Kogi,NG
Icheu,Kogi,NG
Ibi,Taraba,NG
Ibeto,Niger,NG
Ibadan,Oyo,NG
Hunkuyi,Kaduna,NG
Holma,Adamawa,NG
Hinna,Gombe,NG
Hadejia,Jigawa,NG
Gwoza,Borno,NG
Gwio Kura,Yobe,NG
Gwasoro,Kwara,NG
Gwarzo,Kano,NG
Gwaram,Jigawa,NG
Gwaram,Bauchi,NG
Gwandu,Kebbi,NG
Gwadabawa,Sokoto,NG
Gusau,Zamfara,NG
Gummi,Zamfara,NG
Gumel,Jigawa,NG
Gulma,Kebbi,NG
Gujba,Yobe,NG
Goronyo,Sokoto,NG
Gorgoram,Yobe,NG
Gora,Katsina,NG
Goniri,Yobe,NG
Gombi,Adamawa,NG
Gombe,Gombe,NG
Gembu,Taraba,NG
Geidam,Yobe,NG
Gbongan,Osun,NG
Gaya,Kano,NG
Gassol,Taraba,NG
Gashua,Yobe,NG
Garko,Gombe,NG
Ganye,Adamawa,NG
Gandi,Sokoto,NG
Gamboru,Borno,NG
Gamawa,Bauchi,NG
Gakem,Cross River,NG
Gagarawa,Jigawa,NG
Gabarin,Bauchi,NG
Funtua,Katsina,NG
Fiditi,Oyo,NG
Ezza-Ohu,Ebonyi,NG
Etinan,Akwa Ibom,NG
Ete,Enugu,NG
